Instances,feature_ego_brake,feature_ego_speed,source,feature_scenarioTrafficLightDemand,feature_totalNPCs,feature_totalPedestrians,feature_isPedestrianScenario,feature_totalStaticObstacles,feature_totalRoadUsers,feature_obstaclesMinimumDistance,feature_typeObstacleHavingMinimumDistance,feature_speedObstacleWithMinimumDistance,feature_distanceObstacleWithMinimumDistance,feature_volumeObstacleWithMinimumDistance,feature_obstaclesMaximumSpeed,feature_typeObstacleHavingMaximumSpeed,feature_distanceObstacleWithMaximumSpeed, feature_speedObstacleWithMaximumSpeed,feature_volumeObstacleWithMaximumSpeed,feature_obstaclesMaximumVolume,feature_typeObstacleHavingMaximumVolume,algo_collision
scenario25621,0,0.28,SpeedUp,0,0,1,1,0,1,3.85,2,1,3.85,0.25,1,2,3.85,1,0.25,0.25,2,1
scenario25626,0,0.08,SpeedUp,0,0,1,1,0,1,3.84,2,1,3.84,0.17,1,2,3.84,1,0.17,0.17,2,1
scenario25627,0,0.27,ChangeLaneToRight,0,0,1,1,0,1,3.86,2,1,3.86,0.18,1,2,3.86,1,0.18,0.18,2,1
scenario25628,0,0.13,SpeedUp,0,0,1,1,0,1,3.86,2,1,3.86,0.19,1,2,3.86,1,0.19,0.19,2,1
scenario25629,0,0.04,SpeedUp,0,0,1,1,0,1,3.87,2,1,3.87,0.18,1,2,3.87,1,0.18,0.18,2,1
scenario25630,0,0.04,SpeedUp,0,0,1,1,0,1,3.8,2,1,3.8,0.19,1,2,3.8,1,0.19,0.19,2,1
scenario25631,0,0.03,SpeedCut,0,0,1,1,0,1,3.72,2,1,3.72,0.21,1,2,3.72,1,0.21,0.21,2,1
scenario25632,21.11,0.05,SpeedCut,0,0,1,1,0,1,3.67,2,1,3.67,0.19,1,2,3.67,1,0.19,0.19,2,1
scenario25633,0,0.19,ChangeLaneToLeft,0,0,1,1,0,1,3.54,2,1,3.54,0.14,1,2,3.54,1,0.14,0.14,2,1
scenario25634,0,0.25,TurnLeft,0,0,1,1,0,1,14.07,2,1,14.07,0.4,1,2,14.07,1,0.4,0.4,2,1
scenario25640,0,5.17,SpeedUp,0,0,1,1,0,1,4.74,2,1,4.74,0.15,1,2,4.74,1,0.15,0.15,2,0
scenario25641,0,5.82,SpeedUp,0,0,1,1,0,1,7.5,2,1,7.5,0.03,1,2,7.5,1,0.03,0.03,2,0
scenario25644,0,6.9,SpeedUp,0,0,1,1,0,1,15.44,2,2,15.44,0.03,2,2,15.44,2,0.03,0.03,2,0
scenario25645,49.22,4.08,EmergencyBrake,0,0,1,1,0,1,5.6,2,2,5.6,0.12,2,2,5.6,2,0.12,0.12,2,1
scenario25646,39.47,2.38,EmergencyBrake,0,0,1,1,0,1,4.38,2,2,4.38,0.14,2,2,4.38,2,0.14,0.14,2,1
scenario25647,27.65,1.74,Cruise,0,0,1,1,0,1,3.8,2,1,3.8,0.17,1,2,3.8,1,0.17,0.17,2,1
scenario25648,14.9,0.64,SpeedCut,0,0,1,1,0,1,3.87,2,1,3.87,0.16,1,2,3.87,1,0.16,0.16,2,1
scenario25649,20.6,0.11,SpeedCut,0,0,1,1,0,1,3.88,2,1,3.88,0.17,1,2,3.88,1,0.17,0.17,2,1
scenario25650,49.28,0,SpeedCut,0,0,1,1,0,1,3.88,2,1,3.88,0.16,1,2,3.88,1,0.16,0.16,2,1
scenario25651,49.29,0,SpeedCut,0,0,1,1,0,1,3.86,2,1,3.86,0.14,1,2,3.86,1,0.14,0.14,2,1
scenario25652,49.33,0,SpeedCut,0,0,1,1,0,1,3.85,2,1,3.85,0.15,1,2,3.85,1,0.15,0.15,2,1
scenario25653,49.34,0,SpeedCut,0,0,1,1,0,1,3.85,2,1,3.85,0.16,1,2,3.85,1,0.16,0.16,2,1
scenario25654,49.36,0,SpeedCut,0,0,1,1,0,1,3.8,2,1,3.8,0.09,1,2,3.8,1,0.09,0.09,2,1
scenario25655,49.37,0,SpeedCut,0,0,1,1,0,1,3.85,2,1,3.85,0.14,1,2,3.85,1,0.14,0.14,2,1
scenario25656,49.26,0,SpeedCut,0,0,1,1,0,1,3.85,2,1,3.85,0.13,1,2,3.85,1,0.13,0.13,2,1
scenario25657,49.38,0,SpeedCut,0,0,1,1,0,1,3.82,2,1,3.82,0.12,1,2,3.82,1,0.12,0.12,2,1
scenario25658,49.3,0,SpeedCut,0,0,1,1,0,1,3.78,2,1,3.78,0.09,1,2,3.78,1,0.09,0.09,2,1
scenario25659,49.37,0,SpeedCut,0,0,1,1,0,1,3.78,2,1,3.78,0.12,1,2,3.78,1,0.12,0.12,2,1
scenario25661,49.38,0,SpeedCut,0,0,1,1,0,1,3.83,2,1,3.83,0.16,1,2,3.83,1,0.16,0.16,2,1
scenario25662,49.26,0,SpeedCut,0,0,1,1,0,1,3.78,2,1,3.78,0.14,1,2,3.78,1,0.14,0.14,2,1
scenario25714,0,10.24,SpeedUp,3,0,1,1,0,1,10.84,2,1,10.84,0.14,1,2,10.84,1,0.14,0.14,2,1
scenario25715,0,10.34,SpeedUp,3,0,1,1,0,1,7.3,2,2,7.3,0.14,2,2,7.3,2,0.14,0.14,2,1
scenario25716,22.19,10.37,SpeedCut,3,0,1,1,0,1,5.31,2,2,5.31,0.15,2,2,5.31,2,0.15,0.15,2,1
scenario25717,0,6.12,SpeedUp,3,0,1,1,0,1,4.68,2,2,4.68,0.35,2,2,4.68,2,0.35,0.35,2,1
scenario25718,14.5,4.27,SpeedCut,3,0,1,1,0,1,4.63,2,3,4.63,0.35,3,2,4.63,3,0.35,0.35,2,1
scenario25719,42.62,3.93,EmergencyBrake,3,0,1,1,0,1,4.25,2,3,4.25,0.24,3,2,4.25,3,0.24,0.24,2,1
scenario25720,48.19,2.56,EmergencyBrake,3,0,1,1,0,1,4.02,2,2,4.02,0.19,2,2,4.02,2,0.19,0.19,2,1
scenario25721,43.53,0.01,SpeedCut,3,0,1,1,0,1,3.86,2,1,3.86,0.18,1,2,3.86,1,0.18,0.18,2,1
scenario25722,43.82,0.01,SpeedCut,3,0,1,1,0,1,3.83,2,1,3.83,0.18,1,2,3.83,1,0.18,0.18,2,1
scenario25723,45.71,0.01,SpeedCut,3,0,1,1,0,1,3.88,2,1,3.88,0.19,1,2,3.88,1,0.19,0.19,2,1
scenario25724,45.34,0.01,SpeedCut,1,0,1,1,0,1,3.7,2,1,3.7,0.18,1,2,3.7,1,0.18,0.18,2,1
scenario25725,45.48,0.01,SpeedCut,1,0,1,1,0,1,3.42,2,2,3.42,0.17,2,2,3.42,2,0.17,0.17,2,1
scenario25732,0,5.35,SpeedUp,1,0,1,1,0,1,7.98,2,1,7.98,0.22,1,2,7.98,1,0.22,0.22,2,0
scenario25733,0,6.11,SpeedUp,1,0,1,1,0,1,10.86,2,1,10.86,0.08,1,2,10.86,1,0.08,0.08,2,0
scenario25736,33.15,6.99,EmergencyBrake,1,0,1,1,0,1,3.6,2,1,3.6,0.47,1,2,3.6,1,0.47,0.47,2,1
scenario25737,14.5,6.08,SpeedCut,1,0,1,1,0,1,3.19,2,1,3.19,0.65,1,2,3.19,1,0.65,0.65,2,1
scenario25738,19.63,2.37,SpeedCut,1,0,1,1,0,1,3.68,2,2,3.68,0.52,2,2,3.68,2,0.52,0.52,2,1
scenario25739,21.51,0.37,SpeedCut,1,0,1,1,0,1,3.77,2,2,3.77,0.57,2,2,3.77,2,0.57,0.57,2,1
scenario25740,60.93,0.02,EmergencyBrake,1,0,1,1,0,1,3.8,2,1,3.8,0.12,1,2,3.8,1,0.12,0.12,2,1
scenario25742,14.5,0.8,SpeedCut,1,0,1,1,0,1,3.61,2,2,3.61,0.24,2,2,3.61,2,0.24,0.24,2,1
scenario25743,14.5,0.86,SpeedCut,1,0,1,1,0,1,3.6,2,2,3.6,0.17,2,2,3.6,2,0.17,0.17,2,1
scenario25744,14.5,0.68,SpeedCut,1,0,1,1,0,1,3.74,2,2,3.74,0.16,2,2,3.74,2,0.16,0.16,2,1
scenario25745,14.5,0.43,SpeedCut,1,0,1,1,0,1,3.7,2,1,3.7,0.11,1,2,3.7,1,0.11,0.11,2,1
scenario25752,0,6.32,SpeedUp,2,0,1,1,0,1,8.38,2,1,8.38,0.29,1,2,8.38,1,0.29,0.29,2,0
scenario25753,0,6.58,SpeedUp,2,0,1,1,0,1,11.62,2,2,11.62,0.49,2,2,11.62,2,0.49,0.49,2,0
scenario25754,0,7.09,SpeedUp,2,0,1,1,0,1,14.29,2,2,14.29,0.47,2,2,14.29,2,0.47,0.47,2,0
scenario25755,0,7.28,SpeedUp,3,0,1,1,0,1,17.28,2,1,17.28,0.26,1,2,17.28,1,0.26,0.26,2,0
scenario25759,0,3.09,ChangeLaneToRight,1,0,1,1,0,1,2.7,2,1,2.7,0.1,1,2,2.7,1,0.1,0.1,2,1
scenario25763,14.5,3.43,SpeedCut,3,0,1,1,0,1,12.38,2,1,12.38,0.23,1,2,12.38,1,0.23,0.23,2,0
scenario25768,0,0,SpeedUp,3,1,0,0,0,1,17.17,1,2,17.17,13.49,2,1,17.17,2,13.49,13.49,1,0
scenario25809,0,8.98,SpeedUp,0,0,1,1,0,1,3.72,2,1,3.72,0.15,1,2,3.72,1,0.15,0.15,2,1
scenario25810,0,4.24,ChangeLaneToLeft,0,0,1,1,0,1,3.69,2,1,3.69,0.41,1,2,3.69,1,0.41,0.41,2,1
scenario25811,14.5,0.86,SpeedCut,0,0,1,1,0,1,3.37,2,2,3.37,0.2,2,2,3.37,2,0.2,0.2,2,1
scenario25812,14.74,0.65,SpeedCut,0,0,1,1,0,1,3.38,2,1,3.38,0.21,1,2,3.38,1,0.21,0.21,2,1
scenario25813,14.5,0.42,SpeedCut,0,0,1,1,0,1,3.24,2,1,3.24,0.06,1,2,3.24,1,0.06,0.06,2,1
scenario25820,0,4.89,SpeedUp,0,0,1,1,0,1,7.63,2,1,7.63,0.25,1,2,7.63,1,0.25,0.25,2,0
scenario25822,0,6.65,SpeedUp,0,0,1,1,0,1,16.49,2,2,16.49,0.13,2,2,16.49,2,0.13,0.13,2,0
scenario25828,14.5,8.67,SpeedCut,0,0,1,1,0,1,3.5,2,1,3.5,0.12,1,2,3.5,1,0.12,0.12,2,1
scenario25829,0,5.36,SpeedUp,0,0,1,1,0,1,3.74,2,2,3.74,0.06,2,2,3.74,2,0.06,0.06,2,1
scenario25830,14.5,1.92,SpeedCut,0,0,1,1,0,1,3.74,2,2,3.74,0.09,2,2,3.74,2,0.09,0.09,2,1
scenario25831,23.01,0.23,Cruise,0,0,1,1,0,1,3.91,2,2,3.91,0.19,2,2,3.91,2,0.19,0.19,2,1
scenario25832,20,0,SpeedCut,0,0,1,1,0,1,3.84,2,1,3.84,0.26,1,2,3.84,1,0.26,0.26,2,1
scenario25833,0,0.02,SpeedUp,0,0,1,1,0,1,3.82,2,1,3.82,0.19,1,2,3.82,1,0.19,0.19,2,1
scenario25834,0,0.4,SpeedUp,0,0,1,1,0,1,3.87,2,1,3.87,0.23,1,2,3.87,1,0.23,0.23,2,1
scenario25835,0,0.25,SpeedUp,0,0,1,1,0,1,3.87,2,1,3.87,0.23,1,2,3.87,1,0.23,0.23,2,1
scenario25836,14.5,0.81,SpeedCut,0,0,1,1,0,1,3.75,2,1,3.75,0.13,1,2,3.75,1,0.13,0.13,2,1
scenario25837,14.5,0.62,SpeedCut,0,0,1,1,0,1,3.75,2,1,3.75,0.19,1,2,3.75,1,0.19,0.19,2,1
scenario25838,14.5,0.53,SpeedCut,0,0,1,1,0,1,3.34,2,1,3.34,0.06,1,2,3.34,1,0.06,0.06,2,1
scenario25843,0,6.24,SpeedUp,3,0,1,1,0,1,7.68,2,1,7.68,0.13,1,2,7.68,1,0.13,0.13,2,0
scenario25844,0,6.44,SpeedUp,3,0,1,1,0,1,10.37,2,2,10.37,0.13,2,2,10.37,2,0.13,0.13,2,0
scenario25845,0,6.76,SpeedUp,3,0,1,1,0,1,14.05,2,2,14.05,0.01,2,2,14.05,2,0.01,0.01,2,0
scenario25850,0,8.01,SpeedUp,1,0,1,1,0,1,7.04,2,1,7.04,0.14,1,2,7.04,1,0.14,0.14,2,1
scenario25851,22.64,8.1,SpeedCut,1,0,1,1,0,1,4.4,2,1,4.4,0.07,1,2,4.4,1,0.07,0.07,2,1
scenario25852,36.07,7.64,EmergencyBrake,1,0,1,1,0,1,3.76,2,1,3.76,0.24,1,2,3.76,1,0.24,0.24,2,1
scenario25853,14.5,4.98,SpeedCut,1,0,1,1,0,1,3.8,2,1,3.8,0.18,1,2,3.8,1,0.18,0.18,2,1
scenario25854,25.33,2.46,Cruise,1,0,1,1,0,1,3.9,2,2,3.9,0.15,2,2,3.9,2,0.15,0.15,2,1
scenario25855,29.01,0.08,SpeedCut,1,0,1,1,0,1,3.9,2,1,3.9,0.25,1,2,3.9,1,0.25,0.25,2,1
scenario25856,0,0.02,SpeedUp,1,0,1,1,0,1,3.84,2,1,3.84,0.22,1,2,3.84,1,0.22,0.22,2,1
scenario25857,0,0.39,SpeedUp,1,0,1,1,0,1,3.92,2,1,3.92,0.18,1,2,3.92,1,0.18,0.18,2,1
scenario25858,14.5,0.07,SpeedCut,1,0,1,1,0,1,3.72,2,1,3.72,0.24,1,2,3.72,1,0.24,0.24,2,1
scenario25859,25.07,0.1,SpeedCut,1,0,1,1,0,1,3.71,2,1,3.71,0.17,1,2,3.71,1,0.17,0.17,2,1
scenario25860,0,0.01,SpeedUp,1,0,1,1,0,1,3.69,2,1,3.69,0.15,1,2,3.69,1,0.15,0.15,2,1
scenario25861,0,0.01,SpeedUp,1,0,1,1,0,1,3.71,2,1,3.71,0.21,1,2,3.71,1,0.21,0.21,2,1
scenario25862,0,0.01,SpeedUp,1,0,1,1,0,1,3.61,2,1,3.61,0.18,1,2,3.61,1,0.18,0.18,2,1
scenario25863,36.76,0.03,SpeedCut,1,0,1,1,0,1,3.38,2,1,3.38,0.16,1,2,3.38,1,0.16,0.16,2,1
scenario25867,14.5,4.26,SpeedCut,0,0,1,1,0,1,4.62,2,2,4.62,0.1,2,2,4.62,2,0.1,0.1,2,1
scenario25868,0,4.27,ChangeLaneToRight,1,0,1,1,0,1,10.01,2,1,10.01,0.16,1,2,10.01,1,0.16,0.16,2,1
scenario25869,0,4.75,TurnRight,1,0,1,1,0,1,8.12,2,1,8.12,0.15,1,2,8.12,1,0.15,0.15,2,1
scenario25870,0,4.89,TurnRight,1,0,1,1,0,1,6.01,2,1,6.01,0.12,1,2,6.01,1,0.12,0.12,2,1
scenario25871,0,1.05,ChangeLaneToLeft,1,0,1,1,0,1,15.35,2,1,15.35,0.07,1,2,15.35,1,0.07,0.07,2,1
scenario25877,0,6.04,SpeedUp,2,0,1,1,0,1,7.47,2,2,7.47,0.12,2,2,7.47,2,0.12,0.12,2,0
scenario25878,0,6.56,SpeedUp,1,0,1,1,0,1,10.17,2,2,10.17,0.04,2,2,10.17,2,0.04,0.04,2,0
scenario25881,0,7.13,SpeedUp,1,0,1,1,0,1,13.03,2,1,13.03,0.05,1,2,13.03,1,0.05,0.05,2,1
scenario25882,0,7.29,SpeedUp,1,0,1,1,0,1,10.47,2,1,10.47,0.12,1,2,10.47,1,0.12,0.12,2,1
scenario25883,0,7.44,SpeedUp,1,0,1,1,0,1,7.26,2,1,7.26,0.06,1,2,7.26,1,0.06,0.06,2,1
scenario25886,0,5.46,SpeedUp,1,0,1,1,0,1,16.19,2,2,16.19,0.04,2,2,16.19,2,0.04,0.04,2,1
scenario25887,0,7.44,SpeedUp,1,0,1,1,0,1,3.19,2,1,3.19,0.2,1,2,3.19,1,0.2,0.2,2,1
scenario25888,14.5,7.42,SpeedCut,1,0,1,1,0,1,3.18,2,1,3.18,0.09,1,2,3.18,1,0.09,0.09,2,0
scenario25889,14.5,7.22,SpeedCut,1,0,1,1,0,1,5.36,2,2,5.36,0.08,2,2,5.36,2,0.08,0.08,2,0
scenario25890,14.5,6.95,SpeedCut,1,0,1,1,0,1,7.86,2,2,7.86,0.05,2,2,7.86,2,0.05,0.05,2,0
scenario25929,29.44,8.5,Cruise,2,0,1,1,0,1,5.05,2,1,5.05,0.16,1,2,5.05,1,0.16,0.16,2,0
scenario25930,32.98,7.94,SpeedCut,2,0,1,1,0,1,4.31,2,2,4.31,0.1,2,2,4.31,2,0.1,0.1,2,0
scenario25944,0,8.71,SpeedUp,0,0,1,1,0,1,9.87,2,1,9.87,0.09,1,2,9.87,1,0.09,0.09,2,1
scenario25945,0,8.82,SpeedUp,0,0,1,1,0,1,6.1,2,2,6.1,0.01,2,2,6.1,2,0.01,0.01,2,1
scenario25957,0,8.71,SpeedUp,1,0,1,1,0,1,9.79,2,1,9.79,0.05,1,2,9.79,1,0.05,0.05,2,1
scenario25958,0,8.79,SpeedUp,1,0,1,1,0,1,5.84,2,1,5.84,0.16,1,2,5.84,1,0.16,0.16,2,1
scenario25959,0,8.68,SpeedUp,1,0,1,1,0,1,2.9,2,2,2.9,0.15,2,2,2.9,2,0.15,0.15,2,0
scenario25961,0,7.9,SpeedUp,1,0,1,1,0,1,11.25,2,2,11.25,0.04,2,2,11.25,2,0.04,0.04,2,0
scenario25962,0,8.46,SpeedUp,1,0,1,1,0,1,15.42,2,2,15.42,0.03,2,2,15.42,2,0.03,0.03,2,0
scenario25972,0,9.43,SpeedUp,1,0,1,1,0,1,6.56,2,1,6.56,0.31,1,2,6.56,1,0.31,0.31,2,1
scenario25973,21.51,9.41,Cruise,1,0,1,1,0,1,4.09,2,1,4.09,0.1,1,2,4.09,1,0.1,0.1,2,1
scenario25974,35.65,9.08,EmergencyBrake,3,0,1,1,0,1,4.04,2,2,4.04,0.2,2,2,4.04,2,0.2,0.2,2,1
scenario25975,28.33,4.69,Cruise,1,0,1,1,0,1,3.88,2,2,3.88,0.19,2,2,3.88,2,0.19,0.19,2,1
scenario25976,25.38,1.61,Cruise,1,0,1,1,0,1,3.89,2,1,3.89,0.17,1,2,3.89,1,0.17,0.17,2,1
scenario25977,14.5,0.18,SpeedCut,1,0,1,1,0,1,3.94,2,1,3.94,0.17,1,2,3.94,1,0.17,0.17,2,1
scenario25995,14.5,0,SpeedCut,1,0,1,1,0,1,3.88,2,1,3.88,0.18,1,2,3.88,1,0.18,0.18,2,1
scenario25997,0,2.45,ChangeLaneToRight,3,1,0,0,0,1,3.98,1,1,3.98,11.63,1,1,3.98,1,11.63,11.63,1,0
scenario25998,14.5,2.96,SpeedCut,3,1,0,0,0,1,4.47,1,1,4.47,12.44,1,1,4.47,1,12.44,12.44,1,0
scenario25999,14.5,2.92,SpeedCut,3,1,0,0,0,1,5.96,1,1,5.96,12.8,1,1,5.96,1,12.8,12.8,1,0
scenario26000,14.5,2.88,SpeedCut,3,1,0,0,0,1,7.13,1,1,7.13,10.44,1,1,7.13,1,10.44,10.44,1,0
scenario26010,35,8.62,EmergencyBrake,2,0,1,1,0,1,4.72,2,2,4.72,0.05,2,2,4.72,2,0.05,0.05,2,0
scenario26028,0,8.61,SpeedUp,0,1,0,0,0,1,5.05,1,2,5.05,11.66,2,1,5.05,2,11.66,11.66,1,1
scenario26031,0,5.64,SpeedUp,0,1,0,0,0,1,6.48,1,3,6.48,10.54,3,1,6.48,3,10.54,10.54,1,1
scenario26034,0,8.35,SpeedUp,0,1,0,0,0,1,8.86,1,4,8.86,5.97,4,1,8.86,4,5.97,5.97,1,0
scenario26035,0,8.93,SpeedUp,0,1,0,0,0,1,9.86,1,4,9.86,5,4,1,9.86,4,5,5,1,0
scenario26036,0,10.05,SpeedUp,2,1,0,0,0,1,31.23,1,2,31.23,0.89,2,1,31.23,2,0.89,0.89,1,0
scenario26037,0,10.15,SpeedUp,2,1,0,0,0,1,33.93,1,2,33.93,0.32,2,1,33.93,2,0.32,0.32,1,0
scenario26038,0,10.26,SpeedUp,2,1,0,0,0,1,37.26,1,2,37.26,0,2,1,37.26,2,0,0,1,0
scenario26039,0,10.34,SpeedUp,2,1,0,0,0,1,39.48,1,1,39.48,0.17,1,1,39.48,1,0.17,0.17,1,0
scenario26041,0,10.5,SpeedUp,2,1,0,0,0,1,45.22,1,2,45.22,1.66,2,1,45.22,2,1.66,1.66,1,0
scenario26042,0,10.59,SpeedUp,1,1,0,0,0,1,47.66,1,2,47.66,1.62,2,1,47.66,2,1.62,1.62,1,1
scenario26043,0,10.67,SpeedUp,3,0,1,1,0,1,4.9,2,1,4.9,0.06,1,2,4.9,1,0.06,0.06,2,1
scenario26044,22.62,10.72,SpeedCut,1,0,1,1,0,1,2.04,2,2,2.04,0.21,2,2,2.04,2,0.21,0.21,2,1
scenario26045,0,8.44,SpeedUp,1,0,1,1,0,1,3.03,2,2,3.03,0.22,2,2,3.03,2,0.22,0.22,2,1
scenario26046,25.92,2.91,ChangeLaneToRight,1,0,1,1,0,1,3.42,2,2,3.42,0.3,2,2,3.42,2,0.3,0.3,2,1
scenario26047,30.78,1.75,ChangeLaneToRight,1,0,1,1,0,1,3.48,2,2,3.48,0.27,2,2,3.48,2,0.27,0.27,2,1
scenario26048,23.42,1.21,ChangeLaneToRight,1,0,1,1,0,1,3.69,2,2,3.69,0.21,2,2,3.69,2,0.21,0.21,2,1
scenario26049,14.5,0.87,SpeedCut,1,0,1,1,0,1,3.7,2,2,3.7,0.23,2,2,3.7,2,0.23,0.23,2,1
scenario26053,0,1.29,ChangeLaneToLeft,1,1,0,0,0,1,7.16,1,1,7.16,5.65,1,1,7.16,1,5.65,5.65,1,1
scenario26054,0,2.68,ChangeLaneToRight,1,1,0,0,0,1,8.15,1,1,8.15,6.03,1,1,8.15,1,6.03,6.03,1,1
scenario26055,0,3.11,ChangeLaneToRight,1,1,0,0,0,1,8.68,1,1,8.68,5,1,1,8.68,1,5,5,1,1
scenario26056,0,5.84,SpeedUp,3,1,0,0,0,1,12.95,1,2,12.95,6.83,2,1,12.95,2,6.83,6.83,1,0
scenario26060,20.26,2.76,SpeedCut,1,0,1,1,0,1,9.03,2,1,9.03,0.54,1,2,9.03,1,0.54,0.54,2,0
scenario26103,0,8.95,SpeedUp,0,0,1,1,0,1,6.15,2,2,6.15,0.07,2,2,6.15,2,0.07,0.07,2,1
scenario26116,0,8.97,SpeedUp,0,0,1,1,0,1,8.15,2,1,8.15,0.14,1,2,8.15,1,0.14,0.14,2,1
scenario26117,0,9.08,SpeedUp,0,0,1,1,0,1,5.82,2,2,5.82,0.44,2,2,5.82,2,0.44,0.44,2,1
scenario26118,17.86,9.14,Cruise,0,0,1,1,0,1,4.44,2,2,4.44,0.2,2,2,4.44,2,0.2,0.2,2,1
scenario26119,24.35,5.15,ChangeLaneToRight,0,0,1,1,0,1,4.55,2,2,4.55,0.28,2,2,4.55,2,0.28,0.28,2,1
scenario26120,14.5,0.8,SpeedCut,0,0,1,1,0,1,3.53,2,2,3.53,0.14,2,2,3.53,2,0.14,0.14,2,1
scenario26121,14.5,0.59,SpeedCut,0,0,1,1,0,1,3.52,2,1,3.52,0.21,1,2,3.52,1,0.21,0.21,2,1
scenario26122,14.5,0.45,SpeedCut,0,0,1,1,0,1,3.49,2,1,3.49,0.12,1,2,3.49,1,0.12,0.12,2,1
scenario26129,0,4.86,SpeedUp,3,0,1,1,0,1,7.16,2,1,7.16,0.14,1,2,7.16,1,0.14,0.14,2,0
scenario26130,0,5.29,SpeedUp,3,0,1,1,0,1,10.79,2,2,10.79,0.09,2,2,10.79,2,0.09,0.09,2,0
scenario26143,0,8.87,SpeedUp,1,0,1,1,0,1,13.57,2,2,13.57,0.03,2,2,13.57,2,0.03,0.03,2,0
scenario26197,0,9.12,SpeedUp,1,0,1,1,0,1,13.89,2,1,13.89,0.09,1,2,13.89,1,0.09,0.09,2,1
scenario26198,0,9.22,SpeedUp,2,0,1,1,0,1,9.43,2,1,9.43,0.16,1,2,9.43,1,0.16,0.16,2,1
scenario26215,0,8.69,SpeedUp,0,0,1,1,0,1,4.73,2,1,4.73,0.09,1,2,4.73,1,0.09,0.09,2,1
scenario26222,0,7.27,SpeedUp,0,0,1,1,0,1,15.86,2,2,15.86,0.03,2,2,15.86,2,0.03,0.03,2,0
scenario26231,0,8.96,SpeedUp,1,0,1,1,0,1,1.88,2,1,1.88,0.12,1,2,1.88,1,0.12,0.12,2,1
scenario26232,17.17,9.07,SpeedCut,1,0,1,1,0,1,2.7,2,2,2.7,0.21,2,2,2.7,2,0.21,0.21,2,1
scenario26233,14.5,2.61,SpeedCut,1,0,1,1,0,1,3.68,2,2,3.68,0.09,2,2,3.68,2,0.09,0.09,2,1
scenario26234,14.5,0.55,SpeedCut,1,0,1,1,0,1,3.88,2,1,3.88,0.2,1,2,3.88,1,0.2,0.2,2,1
scenario26235,14.5,0.4,SpeedCut,1,0,1,1,0,1,3.94,2,1,3.94,0.18,1,2,3.94,1,0.18,0.18,2,1
scenario26236,14.5,0.29,SpeedCut,2,0,1,1,0,1,3.89,2,1,3.89,0.21,1,2,3.89,1,0.21,0.21,2,1
scenario26237,14.5,0.27,SpeedCut,2,0,1,1,0,1,3.86,2,1,3.86,0.21,1,2,3.86,1,0.21,0.21,2,1
scenario26238,14.5,0.14,SpeedCut,2,0,1,1,0,1,3.94,2,1,3.94,0.22,1,2,3.94,1,0.22,0.22,2,1
scenario26239,0,0.03,SpeedUp,2,0,1,1,0,1,3.86,2,1,3.86,0.18,1,2,3.86,1,0.18,0.18,2,1
scenario26240,14.5,0.12,SpeedCut,2,0,1,1,0,1,3.87,2,1,3.87,0.21,1,2,3.87,1,0.21,0.21,2,1
scenario26241,0,0.01,ChangeLaneToRight,2,0,1,1,0,1,3.86,2,1,3.86,0.22,1,2,3.86,1,0.22,0.22,2,1
scenario26242,19.59,0.11,SpeedCut,2,0,1,1,0,1,3.9,2,1,3.9,0.17,1,2,3.9,1,0.17,0.17,2,1
scenario26243,0,0.05,SpeedUp,3,0,1,1,0,1,3.85,2,1,3.85,0.22,1,2,3.85,1,0.22,0.22,2,1
scenario26244,0,0.01,SpeedUp,3,0,1,1,0,1,3.89,2,1,3.89,0.25,1,2,3.89,1,0.25,0.25,2,1
scenario26245,0,0,SpeedUp,3,0,1,1,0,1,3.9,2,1,3.9,0.23,1,2,3.9,1,0.23,0.23,2,1
scenario26246,0,0.01,SpeedUp,3,0,1,1,0,1,3.89,2,1,3.89,0.19,1,2,3.89,1,0.19,0.19,2,1
scenario26247,50,0,SpeedCut,3,0,1,1,0,1,3.85,2,1,3.85,0.19,1,2,3.85,1,0.19,0.19,2,1
scenario26248,50,0,SpeedCut,3,0,1,1,0,1,3.88,2,1,3.88,0.19,1,2,3.88,1,0.19,0.19,2,1
scenario26249,50,0,SpeedCut,3,0,1,1,0,1,3.84,2,1,3.84,0.23,1,2,3.84,1,0.23,0.23,2,1
scenario26250,0,0,SpeedCut,3,0,1,1,0,1,3.86,2,1,3.86,0.21,1,2,3.86,1,0.21,0.21,2,1
scenario26251,0,0,SpeedCut,1,0,1,1,0,1,3.87,2,1,3.87,0.23,1,2,3.87,1,0.23,0.23,2,1
scenario26252,50,0,SpeedCut,3,0,1,1,0,1,3.84,2,1,3.84,0.21,1,2,3.84,1,0.21,0.21,2,1
scenario26253,50,0,SpeedCut,3,0,1,1,0,1,3.9,2,1,3.9,0.17,1,2,3.9,1,0.17,0.17,2,1
scenario26254,0,0,SpeedCut,3,0,1,1,0,1,3.85,2,1,3.85,0.22,1,2,3.85,1,0.22,0.22,2,1
scenario26255,14.5,0,SpeedCut,3,0,1,1,0,1,3.88,2,1,3.88,0.19,1,2,3.88,1,0.19,0.19,2,1
scenario26256,14.5,0,SpeedCut,3,0,1,1,0,1,3.91,2,1,3.91,0.19,1,2,3.91,1,0.19,0.19,2,1
scenario26257,14.5,0,SpeedCut,1,0,1,1,0,1,3.88,2,1,3.88,0.24,1,2,3.88,1,0.24,0.24,2,1
