Instances,feature_ego_brake,feature_ego_speed,source,feature_scenarioTrafficLightDemand,feature_totalNPCs,feature_totalPedestrians,feature_isPedestrianScenario,feature_totalStaticObstacles,feature_totalRoadUsers,feature_obstaclesMinimumDistance,feature_typeObstacleHavingMinimumDistance,feature_speedObstacleWithMinimumDistance,feature_distanceObstacleWithMinimumDistance,feature_volumeObstacleWithMinimumDistance,feature_obstaclesMaximumSpeed,feature_typeObstacleHavingMaximumSpeed,feature_distanceObstacleWithMaximumSpeed, feature_speedObstacleWithMaximumSpeed,feature_volumeObstacleWithMaximumSpeed,feature_obstaclesMaximumVolume,feature_typeObstacleHavingMaximumVolume,algo_collision
scenario31676,0,1.95,ChangeLaneToLeft,1,1,0,0,0,1,8.17,1,3,8.17,7.07,3,1,8.17,3,7.07,7.07,1,1
scenario31677,0,2.73,ChangeLaneToRight,1,1,0,0,0,1,9.14,1,4,9.14,7.16,4,1,9.14,4,7.16,7.16,1,1
scenario31678,0,3.37,ChangeLaneToRight,1,1,0,0,0,1,10.54,1,4,10.54,6.68,4,1,10.54,4,6.68,6.68,1,0
scenario31679,0,3.87,ChangeLaneToRight,1,1,0,0,0,1,15.55,1,4,15.55,8.84,4,1,15.55,4,8.84,8.84,1,0
scenario31682,22.82,4.37,Cruise,2,1,0,0,0,1,31.53,1,1,31.53,2.55,1,1,31.53,1,2.55,2.55,1,0
scenario31705,0,10.47,SpeedUp,3,1,0,0,0,1,6.5,1,1,6.5,9.49,1,1,6.5,1,9.49,9.49,1,0
scenario31707,0,10.71,SpeedUp,3,1,0,0,0,1,18.22,1,1,18.22,8.75,1,1,18.22,1,8.75,8.75,1,0
scenario31708,23.53,10.62,SpeedCut,3,1,0,0,0,1,21.21,1,2,21.21,7.3,2,1,21.21,2,7.3,7.3,1,0
scenario31709,31.88,9.65,EmergencyBrake,3,1,0,0,0,1,26.02,1,2,26.02,5.16,2,1,26.02,2,5.16,5.16,1,0
scenario31710,25.32,8.99,Cruise,3,1,0,0,0,1,27.7,1,2,27.7,3.25,2,1,27.7,2,3.25,3.25,1,0
scenario31711,14.5,8.61,SpeedCut,3,1,0,0,0,1,30.97,1,2,30.97,3.01,2,1,30.97,2,3.01,3.01,1,0
scenario31712,16.78,8.41,SpeedCut,3,1,0,0,0,1,31.64,1,2,31.64,1.64,2,1,31.64,2,1.64,1.64,1,0
scenario31713,17.17,8.15,SpeedCut,3,1,0,0,0,1,33.47,1,2,33.47,2.94,2,1,33.47,2,2.94,2.94,1,0
scenario31714,21.17,7.71,Cruise,3,1,0,0,0,1,34.25,1,2,34.25,2.15,2,1,34.25,2,2.15,2.15,1,0
scenario31717,21.7,6.4,Cruise,3,1,0,0,0,1,33.97,1,3,33.97,0.08,3,1,33.97,3,0.08,0.08,1,0
scenario31718,24.38,5.67,SpeedCut,3,1,0,0,0,1,33.78,1,3,33.78,0.11,3,1,33.78,3,0.11,0.11,1,0
scenario31719,16.92,5.04,SpeedCut,3,1,0,0,0,1,33.72,1,3,33.72,1.38,3,1,33.72,3,1.38,1.38,1,0
scenario31737,0,3.04,ChangeLaneToRight,1,0,1,1,0,1,4.38,2,2,4.38,0.23,2,2,4.38,2,0.23,0.23,2,1
scenario31738,0,2.93,SpeedUp,1,0,1,1,0,1,4.59,2,2,4.59,0.2,2,2,4.59,2,0.2,0.2,2,1
scenario31744,0,5.38,SpeedUp,1,0,1,1,0,1,6.8,2,1,6.8,0.1,1,2,6.8,1,0.1,0.1,2,0
scenario31745,0,5.62,SpeedUp,1,0,1,1,0,1,9.38,2,2,9.38,0.1,2,2,9.38,2,0.1,0.1,2,0
scenario31746,0,5.76,SpeedUp,1,0,1,1,0,1,12.86,2,2,12.86,0.03,2,2,12.86,2,0.03,0.03,2,0
scenario31750,0,5.89,ChangeLaneToLeft,0,0,1,1,0,1,4.26,2,1,4.26,1.52,1,2,4.26,1,1.52,1.52,2,0
scenario31770,0,10.14,SpeedUp,3,0,1,1,0,1,2.95,2,2,2.95,0.04,2,2,2.95,2,0.04,0.04,2,0
scenario31779,21.45,7.63,Cruise,3,1,0,0,0,1,19.94,1,1,19.94,111.04,1,1,19.94,1,111.04,111.04,1,0
scenario31780,23.72,7.14,Cruise,3,1,0,0,0,1,19.28,1,2,19.28,122.45,2,1,19.28,2,122.45,122.45,1,0
scenario31781,24.49,6.78,Cruise,3,1,0,0,0,1,18.34,1,1,18.34,120,1,1,18.34,1,120,120,1,0
scenario31782,25.86,6.23,Cruise,3,1,0,0,0,1,17.94,1,1,17.94,85.73,1,1,17.94,1,85.73,85.73,1,0
scenario31786,25.14,3.83,Cruise,3,1,0,0,0,1,18.6,1,1,18.6,97.91,1,1,18.6,1,97.91,97.91,1,0
scenario31794,0,10.52,SpeedUp,1,0,1,1,0,1,8.33,2,1,8.33,0.22,1,2,8.33,1,0.22,0.22,2,1
scenario31795,0,10.61,SpeedUp,1,0,1,1,0,1,4.47,2,1,4.47,0.15,1,2,4.47,1,0.15,0.15,2,1
scenario31809,0,8.98,SpeedUp,1,0,1,1,0,1,3,2,1,3,0.05,1,2,3,1,0.05,0.05,2,1
scenario31810,0,9.07,SpeedUp,1,0,1,1,0,1,3.13,2,1,3.13,0.13,1,2,3.13,1,0.13,0.13,2,1
scenario31811,0,3.35,ChangeLaneToRight,1,0,1,1,0,1,3.57,2,2,3.57,0.11,2,2,3.57,2,0.11,0.11,2,1
scenario31812,14.5,1.58,SpeedCut,1,0,1,1,0,1,3.89,2,2,3.89,0.19,2,2,3.89,2,0.19,0.19,2,1
scenario31813,26.88,0.38,Cruise,1,0,1,1,0,1,3.86,2,1,3.86,0.21,1,2,3.86,1,0.21,0.21,2,1
scenario31814,36.12,0,SpeedCut,1,0,1,1,0,1,3.63,2,1,3.63,0.21,1,2,3.63,1,0.21,0.21,2,1
scenario31823,14.5,6.19,SpeedCut,0,0,1,1,0,1,4.52,2,1,4.52,0.26,1,2,4.52,1,0.26,0.26,2,0
scenario31826,0,8.94,SpeedUp,1,1,0,0,0,1,7.4,1,2,7.4,10.38,2,1,7.4,2,10.38,10.38,1,0
scenario31827,0,9.06,SpeedUp,1,1,0,0,0,1,7.04,1,2,7.04,10.03,2,1,7.04,2,10.03,10.03,1,0
scenario31828,15.67,9.03,SpeedCut,1,1,0,0,0,1,3.68,1,3,3.68,11.43,3,1,3.68,3,11.43,11.43,1,0
scenario31829,16.51,8.67,SpeedCut,3,1,0,0,0,1,3.42,1,4,3.42,6.42,4,1,3.42,4,6.42,6.42,1,0
scenario31830,14.5,8.4,SpeedCut,3,1,0,0,0,1,4.23,1,4,4.23,10.76,4,1,4.23,4,10.76,10.76,1,0
scenario31844,27,9.9,Cruise,3,1,0,0,0,1,21.19,1,1,21.19,150.14,1,1,21.19,1,150.14,150.14,1,0
scenario31845,32.8,9.12,EmergencyBrake,3,1,0,0,0,1,19.47,1,1,19.47,119.05,1,1,19.47,1,119.05,119.05,1,0
scenario31846,30.01,8.67,Cruise,3,1,0,0,0,1,18.1,1,1,18.1,121.79,1,1,18.1,1,121.79,121.79,1,0
scenario31848,41.08,7.62,EmergencyBrake,3,1,0,0,0,1,17.95,1,1,17.95,85.16,1,1,17.95,1,85.16,85.16,1,1
scenario31849,24.62,6.5,Cruise,3,1,0,0,0,1,18.28,1,1,18.28,72.55,1,1,18.28,1,72.55,72.55,1,1
scenario31853,14.5,0.6,SpeedCut,3,0,1,1,0,1,3.93,2,1,3.93,0.23,1,2,3.93,1,0.23,0.23,2,1
scenario31855,0,0.27,SpeedUp,3,0,1,1,0,1,3.91,2,1,3.91,0.16,1,2,3.91,1,0.16,0.16,2,1
scenario31856,14.5,0.54,SpeedCut,1,0,1,1,0,1,3.84,2,1,3.84,0.18,1,2,3.84,1,0.18,0.18,2,1
scenario31857,14.5,0.29,SpeedCut,1,0,1,1,0,1,3.84,2,1,3.84,0.2,1,2,3.84,1,0.2,0.2,2,1
scenario31858,31.25,0,SpeedCut,1,0,1,1,0,1,3.85,2,1,3.85,0.21,1,2,3.85,1,0.21,0.21,2,1
scenario31859,32.3,0,SpeedCut,1,0,1,1,0,1,3.82,2,1,3.82,0.2,1,2,3.82,1,0.2,0.2,2,1
scenario31860,34.42,0,SpeedCut,1,0,1,1,0,1,3.88,2,1,3.88,0.25,1,2,3.88,1,0.25,0.25,2,1
scenario31881,0,9.09,SpeedUp,1,0,1,1,0,1,4.1,2,1,4.1,0.31,1,2,4.1,1,0.31,0.31,2,1
scenario31882,0,4.74,SpeedUp,1,0,1,1,0,1,4.08,2,2,4.08,0.3,2,2,4.08,2,0.3,0.3,2,1
scenario31883,0,2.13,SpeedUp,1,0,1,1,0,1,4.1,2,2,4.1,0.23,2,2,4.1,2,0.23,0.23,2,1
scenario31884,28.7,1.59,Cruise,1,0,1,1,0,1,3.99,2,2,3.99,0.2,2,2,3.99,2,0.2,0.2,2,1
scenario31885,20.52,0.8,SpeedCut,1,0,1,1,0,1,3.95,2,1,3.95,0.22,1,2,3.95,1,0.22,0.22,2,1
scenario31886,0,0.06,SpeedUp,1,0,1,1,0,1,3.83,2,1,3.83,0.18,1,2,3.83,1,0.18,0.18,2,1
scenario31887,0,0,SpeedUp,1,0,1,1,0,1,3.81,2,1,3.81,0.16,1,2,3.81,1,0.16,0.16,2,1
scenario31888,50,0,SpeedCut,1,0,1,1,0,1,3.93,2,1,3.93,0.22,1,2,3.93,1,0.22,0.22,2,1
scenario31889,50,0,SpeedCut,1,0,1,1,0,1,3.87,2,1,3.87,0.22,1,2,3.87,1,0.22,0.22,2,1
scenario31890,36.77,0.04,SpeedCut,1,0,1,1,0,1,3.89,2,1,3.89,0.2,1,2,3.89,1,0.2,0.2,2,1
scenario31891,50,0,SpeedCut,1,0,1,1,0,1,3.88,2,1,3.88,0.19,1,2,3.88,1,0.19,0.19,2,1
scenario31892,50,0,SpeedCut,2,0,1,1,0,1,3.89,2,1,3.89,0.19,1,2,3.89,1,0.19,0.19,2,1
scenario31893,0,0.11,TurnRight,2,0,1,1,0,1,3.87,2,1,3.87,0.17,1,2,3.87,1,0.17,0.17,2,1
scenario31894,0,0.14,TurnRight,2,0,1,1,0,1,3.82,2,1,3.82,0.19,1,2,3.82,1,0.19,0.19,2,1
scenario31895,0,0,TurnRight,2,0,1,1,0,1,3.9,2,1,3.9,0.19,1,2,3.9,1,0.19,0.19,2,1
scenario31896,50,0,SpeedCut,2,0,1,1,0,1,3.9,2,1,3.9,0.18,1,2,3.9,1,0.18,0.18,2,1
scenario31897,50,0,SpeedCut,2,0,1,1,0,1,3.85,2,1,3.85,0.18,1,2,3.85,1,0.18,0.18,2,1
scenario31898,0,0,TurnRight,1,0,1,1,0,1,3.88,2,1,3.88,0.22,1,2,3.88,1,0.22,0.22,2,1
scenario31899,50,0,SpeedCut,1,0,1,1,0,1,3.83,2,1,3.83,0.18,1,2,3.83,1,0.18,0.18,2,1
scenario31900,50,0,SpeedCut,1,0,1,1,0,1,3.86,2,1,3.86,0.2,1,2,3.86,1,0.2,0.2,2,1
scenario31901,50,0,SpeedCut,1,0,1,1,0,1,3.86,2,1,3.86,0.16,1,2,3.86,1,0.16,0.16,2,1
scenario31902,14.5,0.03,SpeedCut,1,0,1,1,0,1,3.85,2,1,3.85,0.19,1,2,3.85,1,0.19,0.19,2,1
scenario31903,41.18,0.03,EmergencyBrake,3,0,1,1,0,1,3.91,2,1,3.91,0.24,1,2,3.91,1,0.24,0.24,2,1
scenario31904,50,0,SpeedCut,1,0,1,1,0,1,3.88,2,1,3.88,0.2,1,2,3.88,1,0.2,0.2,2,1
scenario31905,15.08,0.03,SpeedCut,1,0,1,1,0,1,3.89,2,1,3.89,0.21,1,2,3.89,1,0.21,0.21,2,1
scenario31906,0,0,TurnRight,1,0,1,1,0,1,3.83,2,1,3.83,0.19,1,2,3.83,1,0.19,0.19,2,1
scenario31907,0,0,SpeedCut,1,0,1,1,0,1,3.81,2,1,3.81,0.19,1,2,3.81,1,0.19,0.19,2,1
scenario31908,14.5,0.01,SpeedCut,1,0,1,1,0,1,3.83,2,1,3.83,0.19,1,2,3.83,1,0.19,0.19,2,1
scenario31909,37.4,0.04,SpeedCut,1,0,1,1,0,1,3.9,2,1,3.9,0.19,1,2,3.9,1,0.19,0.19,2,1
scenario31910,50,0,SpeedCut,1,0,1,1,0,1,3.87,2,1,3.87,0.17,1,2,3.87,1,0.17,0.17,2,1
scenario31911,50,0,SpeedCut,1,0,1,1,0,1,3.89,2,1,3.89,0.2,1,2,3.89,1,0.2,0.2,2,1
scenario31912,48.63,0,SpeedCut,1,0,1,1,0,1,3.86,2,1,3.86,0.17,1,2,3.86,1,0.17,0.17,2,1
scenario31913,14.5,0,SpeedCut,1,0,1,1,0,1,3.88,2,1,3.88,0.24,1,2,3.88,1,0.24,0.24,2,1
scenario31914,15.17,0,SpeedCut,1,0,1,1,0,1,3.84,2,1,3.84,0.19,1,2,3.84,1,0.19,0.19,2,1
scenario31929,0,9.1,SpeedUp,1,0,1,1,0,1,5.29,2,1,5.29,0.18,1,2,5.29,1,0.18,0.18,2,1
scenario31930,0,9.19,SpeedUp,1,0,1,1,0,1,5.05,2,2,5.05,0.09,2,2,5.05,2,0.09,0.09,2,1
scenario31931,0,6.17,SpeedUp,1,0,1,1,0,1,5.37,2,2,5.37,0.16,2,2,5.37,2,0.16,0.16,2,1
scenario31932,22.97,6.03,Cruise,1,0,1,1,0,1,4.88,2,3,4.88,0.3,3,2,4.88,3,0.3,0.3,2,1
scenario31933,28.67,5.32,Cruise,1,0,1,1,0,1,4.54,2,3,4.54,0.3,3,2,4.54,3,0.3,0.3,2,1
scenario31934,43.21,4.12,EmergencyBrake,1,0,1,1,0,1,4.67,2,2,4.67,0.23,2,2,4.67,2,0.23,0.23,2,1
scenario31935,14.65,0.4,SpeedCut,1,0,1,1,0,1,3.77,2,1,3.77,0.25,1,2,3.77,1,0.25,0.25,2,1
scenario31936,18.03,0.12,SpeedCut,1,0,1,1,0,1,3.83,2,1,3.83,0.18,1,2,3.83,1,0.18,0.18,2,1
scenario31937,48.61,0,SpeedCut,1,0,1,1,0,1,3.77,2,2,3.77,0.2,2,2,3.77,2,0.2,0.2,2,1
scenario31938,48.39,0,SpeedCut,1,0,1,1,0,1,3.54,2,2,3.54,0.11,2,2,3.54,2,0.11,0.11,2,1
scenario31943,14.5,3.91,SpeedCut,2,1,0,0,0,1,31.06,1,1,31.06,2.87,1,1,31.06,1,2.87,2.87,1,0
scenario31944,17.74,3.5,SpeedCut,2,1,0,0,0,1,30.14,1,1,30.14,3.87,1,1,30.14,1,3.87,3.87,1,0
scenario31945,0,3.34,SpeedUp,2,0,1,1,0,1,6.36,2,2,6.36,0.13,2,2,6.36,2,0.13,0.13,2,0
scenario31946,0,3.66,SpeedUp,2,0,1,1,0,1,8.91,2,2,8.91,0.07,2,2,8.91,2,0.07,0.07,2,0
scenario31947,0,4.08,SpeedUp,2,0,1,1,0,1,11.3,2,1,11.3,0.05,1,2,11.3,1,0.05,0.05,2,0
scenario31948,0,5.14,SpeedUp,0,0,1,1,0,1,4.61,2,2,4.61,1.03,2,2,4.61,2,1.03,1.03,2,0
scenario31952,0,8.21,ChangeLaneToRight,0,0,1,1,0,1,14.52,2,1,14.52,0.04,1,2,14.52,1,0.04,0.04,2,0
scenario31963,0,9.42,SpeedUp,3,0,1,1,0,1,4.38,2,1,4.38,0.34,1,2,4.38,1,0.34,0.34,2,1
scenario31964,0,8.64,SpeedUp,3,0,1,1,0,1,3.96,2,2,3.96,0.11,2,2,3.96,2,0.11,0.11,2,1
scenario31965,14.5,2.18,SpeedCut,3,0,1,1,0,1,3.91,2,2,3.91,0.21,2,2,3.91,2,0.21,0.21,2,1
scenario31967,20.07,0.74,SpeedCut,3,0,1,1,0,1,3.99,2,1,3.99,0.2,1,2,3.99,1,0.2,0.2,2,1
scenario31968,14.5,0.45,SpeedCut,3,0,1,1,0,1,3.9,2,1,3.9,0.19,1,2,3.9,1,0.19,0.19,2,1
scenario31969,14.5,0.67,SpeedCut,1,0,1,1,0,1,3.92,2,2,3.92,0.25,2,2,3.92,2,0.25,0.25,2,1
scenario31971,50,0,SpeedCut,3,0,1,1,0,1,3.95,2,1,3.95,0.2,1,2,3.95,1,0.2,0.2,2,1
scenario31972,50,0,SpeedCut,3,0,1,1,0,1,3.85,2,1,3.85,0.2,1,2,3.85,1,0.2,0.2,2,1
scenario31973,0,0.01,SpeedUp,3,0,1,1,0,1,3.87,2,1,3.87,0.21,1,2,3.87,1,0.21,0.21,2,1
scenario31974,50,0,SpeedCut,3,0,1,1,0,1,3.91,2,1,3.91,0.19,1,2,3.91,1,0.19,0.19,2,1
scenario31981,50,0,SpeedCut,1,0,1,1,0,1,3.89,2,1,3.89,0.23,1,2,3.89,1,0.23,0.23,2,1
scenario31983,50,0,SpeedCut,1,0,1,1,0,1,3.86,2,1,3.86,0.17,1,2,3.86,1,0.17,0.17,2,1
scenario31984,0,0.01,SpeedUp,1,0,1,1,0,1,3.9,2,1,3.9,0.2,1,2,3.9,1,0.2,0.2,2,1
scenario31991,50,0,SpeedCut,1,0,1,1,0,1,3.89,2,1,3.89,0.17,1,2,3.89,1,0.17,0.17,2,1
scenario31992,50,0,SpeedCut,1,0,1,1,0,1,3.87,2,1,3.87,0.21,1,2,3.87,1,0.21,0.21,2,1
scenario32000,16.65,0,SpeedCut,2,0,1,1,0,1,3.88,2,1,3.88,0.19,1,2,3.88,1,0.19,0.19,2,1
scenario32017,0,3.76,SpeedUp,1,0,1,1,0,1,3.58,2,2,3.58,0.08,2,2,3.58,2,0.08,0.08,2,1
scenario32018,0,1.63,ChangeLaneToRight,1,0,1,1,0,1,3.81,2,2,3.81,0.23,2,2,3.81,2,0.23,0.23,2,1
scenario32019,20.36,1.38,SpeedCut,1,0,1,1,0,1,3.73,2,2,3.73,0.14,2,2,3.73,2,0.14,0.14,2,1
scenario32027,0,5.98,SpeedUp,2,0,1,1,0,1,17.26,2,2,17.26,0.13,2,2,17.26,2,0.13,0.13,2,0
scenario32046,0,10.19,SpeedUp,3,0,1,1,0,1,6.56,2,2,6.56,0.2,2,2,6.56,2,0.2,0.2,2,0
scenario32047,0,10.24,SpeedUp,1,0,1,1,0,1,9.63,2,2,9.63,0.02,2,2,9.63,2,0.02,0.02,2,0
scenario32059,31.45,6.33,SpeedCut,3,1,0,0,0,1,19.24,1,1,19.24,116.09,1,1,19.24,1,116.09,116.09,1,0
scenario32060,17.1,6.07,SpeedCut,3,1,0,0,0,1,19.07,1,2,19.07,116.21,2,1,19.07,2,116.21,116.21,1,0
scenario32061,38.12,5.81,SpeedCut,3,1,0,0,0,1,18.38,1,2,18.38,124.15,2,1,18.38,2,124.15,124.15,1,0
scenario32062,36.38,5.28,SpeedCut,3,1,0,0,0,1,17.84,1,2,17.84,124.99,2,1,17.84,2,124.99,124.99,1,0
scenario32064,16.28,4.01,SpeedCut,3,1,0,0,0,1,17.96,1,1,17.96,80.79,1,1,17.96,1,80.79,80.79,1,0
scenario32065,14.5,3.66,SpeedCut,3,1,0,0,0,1,18.2,1,1,18.2,89.98,1,1,18.2,1,89.98,89.98,1,0
scenario32066,17.17,3.47,SpeedCut,3,1,0,0,0,1,18.5,1,1,18.5,75.81,1,1,18.5,1,75.81,75.81,1,0
scenario32070,32.82,4.76,EmergencyBrake,1,1,0,0,0,1,14.28,1,4,14.28,8.07,4,1,14.28,4,8.07,8.07,1,0
scenario32071,22.96,3.89,Cruise,1,1,0,0,0,1,13.31,1,4,13.31,6.5,4,1,13.31,4,6.5,6.5,1,0
scenario32078,0,5.82,SpeedUp,2,1,0,0,0,1,32.33,1,2,32.33,1.91,2,1,32.33,2,1.91,1.91,1,0
scenario32086,0,6.22,SpeedUp,0,0,1,1,0,1,5.03,2,1,5.03,0.2,1,2,5.03,1,0.2,0.2,2,1
scenario32118,16.73,6.29,SpeedCut,3,1,0,0,0,1,19.25,1,1,19.25,131.24,1,1,19.25,1,131.24,131.24,1,0
scenario32119,29.99,5.87,SpeedCut,3,1,0,0,0,1,18.47,1,1,18.47,112.79,1,1,18.47,1,112.79,112.79,1,0
scenario32121,35.11,4.92,SpeedCut,3,1,0,0,0,1,21.07,1,1,21.07,0.45,1,1,21.07,1,0.45,0.45,1,1
scenario32122,22.02,4.56,Cruise,3,1,0,0,0,1,19.41,1,1,19.41,0.87,1,1,19.41,1,0.87,0.87,1,1
scenario32123,20.62,4.25,Cruise,1,1,0,0,0,1,17.67,1,1,17.67,1.27,1,1,17.67,1,1.27,1.27,1,1
scenario32124,22.15,3.95,Cruise,3,1,0,0,0,1,17.28,1,1,17.28,3.69,1,1,17.28,1,3.69,3.69,1,1
scenario32149,0,8.7,SpeedUp,1,1,0,0,0,1,40.47,1,1,40.47,10.08,1,1,40.47,1,10.08,10.08,1,1
scenario32188,15.88,6.78,SpeedCut,3,1,0,0,0,1,18.7,1,1,18.7,129.26,1,1,18.7,1,129.26,129.26,1,0
scenario32189,15.72,6.33,SpeedCut,3,1,0,0,0,1,18.28,1,1,18.28,117.47,1,1,18.28,1,117.47,117.47,1,0
scenario32194,19.15,1.86,SpeedCut,3,1,0,0,0,1,19.66,1,1,19.66,53.69,1,1,19.66,1,53.69,53.69,1,0
scenario32206,0,7.22,SpeedUp,1,1,0,0,0,1,20.93,1,4,20.93,10.2,4,1,20.93,4,10.2,10.2,1,0
scenario32207,0,8.29,SpeedUp,1,1,0,0,0,1,16.13,1,4,16.13,9.38,4,1,16.13,4,9.38,9.38,1,0
scenario32214,0,7.73,ChangeLaneToLeft,0,0,1,1,0,1,9.61,2,2,9.61,0.02,2,2,9.61,2,0.02,0.02,2,0
scenario32228,0,4.99,ChangeLaneToRight,3,0,1,1,0,1,4.1,2,2,4.1,0.39,2,2,4.1,2,0.39,0.39,2,1
scenario32229,15.96,4.32,SpeedCut,3,0,1,1,0,1,4.05,2,2,4.05,0.1,2,2,4.05,2,0.1,0.1,2,1
scenario32247,14.5,5.88,SpeedCut,3,1,0,0,0,1,18.73,1,1,18.73,118.13,1,1,18.73,1,118.13,118.13,1,0
scenario32248,14.5,5.6,SpeedCut,3,1,0,0,0,1,18.52,1,1,18.52,128.77,1,1,18.52,1,128.77,128.77,1,0
scenario32249,14.5,5.41,SpeedCut,3,1,0,0,0,1,18.01,1,1,18.01,113.73,1,1,18.01,1,113.73,113.73,1,0
scenario32251,17.3,4.96,SpeedCut,3,1,0,0,0,1,17.8,1,1,17.8,64.09,1,1,17.8,1,64.09,64.09,1,0
scenario32254,38.8,4.11,SpeedCut,1,1,0,0,0,1,18.39,1,1,18.39,81.18,1,1,18.39,1,81.18,81.18,1,1
scenario32255,16.69,3.58,SpeedCut,1,1,0,0,0,1,18.61,1,1,18.61,66.82,1,1,18.61,1,66.82,66.82,1,1
scenario32271,0,6.03,SpeedUp,1,1,0,0,0,1,5.96,1,1,5.96,101.65,1,1,5.96,1,101.65,101.65,1,0
scenario32272,0,6.33,SpeedUp,1,1,0,0,0,1,5.73,1,2,5.73,101.58,2,1,5.73,2,101.58,101.58,1,0
scenario32273,0,6.69,SpeedUp,0,1,0,0,0,1,6.56,1,2,6.56,76.99,2,1,6.56,2,76.99,76.99,1,0
scenario32274,0,7.22,SpeedUp,0,1,0,0,0,1,6.39,1,2,6.39,11.86,2,1,6.39,2,11.86,11.86,1,0
scenario32275,0,8.27,SpeedUp,1,1,0,0,0,1,10.6,1,2,10.6,95.27,2,1,10.6,2,95.27,95.27,1,0
scenario32276,0,8.37,SpeedUp,1,1,0,0,0,1,9.48,1,2,9.48,92.37,2,1,9.48,2,92.37,92.37,1,0
scenario32277,0,8.47,SpeedUp,1,1,0,0,0,1,9.44,1,3,9.44,148.48,3,1,9.44,3,148.48,148.48,1,0
scenario32278,0,8.84,SpeedUp,1,1,0,0,0,1,4.65,1,4,4.65,50.91,4,1,4.65,4,50.91,50.91,1,0
scenario32279,0,8.93,SpeedUp,1,1,0,0,0,1,3.15,1,4,3.15,40.32,4,1,3.15,4,40.32,40.32,1,0
scenario32280,0,9.05,SpeedUp,1,1,0,0,0,1,6,1,4,6,68.67,4,1,6,4,68.67,68.67,1,0
scenario32281,0,9.12,SpeedUp,1,1,0,0,0,1,10.28,1,4,10.28,97.99,4,1,10.28,4,97.99,97.99,1,0
scenario32282,0,9.23,SpeedUp,1,1,0,0,0,1,15.25,1,4,15.25,85.49,4,1,15.25,4,85.49,85.49,1,0
scenario32283,0,9.35,SpeedUp,1,1,0,0,0,1,20.37,1,4,20.37,88.71,4,1,20.37,4,88.71,88.71,1,0
scenario32308,0,8.97,SpeedUp,1,1,0,0,0,1,27.62,1,3,27.62,85.35,3,1,27.62,3,85.35,85.35,1,0
scenario32309,26.67,4.04,SpeedCut,1,1,0,0,0,1,2.74,1,3,2.74,19.57,3,1,2.74,3,19.57,19.57,1,0
scenario32310,22.04,2.91,Cruise,1,1,0,0,0,1,3.78,1,3,3.78,9.78,3,1,3.78,3,9.78,9.78,1,0
scenario32315,0,0,SpeedUp,0,1,0,0,0,1,19.07,1,4,19.07,134.52,4,1,19.07,4,134.52,134.52,1,0
scenario32316,0,0.63,SpeedUp,1,1,0,0,0,1,25.2,1,4,25.2,126.49,4,1,25.2,4,126.49,126.49,1,0
scenario32317,70,0,Stop,1,1,0,0,0,1,3.54,1,1,3.54,42.58,1,1,3.54,1,42.58,42.58,1,1
scenario32318,67.64,0.02,EmergencyBrake,0,1,0,0,0,1,5.09,1,2,5.09,55.23,2,1,5.09,2,55.23,55.23,1,0
scenario32319,0,0.08,SpeedUp,0,1,0,0,0,1,8.08,1,2,8.08,102.87,2,1,8.08,2,102.87,102.87,1,0
scenario32321,0,6.55,SpeedUp,0,1,0,0,0,1,6.32,1,2,6.32,63.37,2,1,6.32,2,63.37,63.37,1,0
scenario32322,0,6.84,SpeedUp,0,1,0,0,0,1,6.07,1,2,6.07,82.03,2,1,6.07,2,82.03,82.03,1,0
scenario32323,0,8.39,SpeedUp,1,1,0,0,0,1,7.43,1,2,7.43,94.02,2,1,7.43,2,94.02,94.02,1,0
scenario32324,0,8.46,SpeedUp,1,1,0,0,0,1,7.41,1,2,7.41,83.75,2,1,7.41,2,83.75,83.75,1,0
scenario32325,0,8.57,SpeedUp,1,1,0,0,0,1,6.91,1,3,6.91,62.93,3,1,6.91,3,62.93,62.93,1,0
scenario32326,0,8.77,SpeedUp,1,1,0,0,0,1,4.73,1,4,4.73,70.33,4,1,4.73,4,70.33,70.33,1,0
scenario32327,0,8.93,SpeedUp,1,1,0,0,0,1,3.28,1,4,3.28,60.03,4,1,3.28,4,60.03,60.03,1,0
scenario32328,0,9.07,SpeedUp,1,1,0,0,0,1,5.9,1,4,5.9,101.1,4,1,5.9,4,101.1,101.1,1,0
scenario32329,0,9.19,SpeedUp,1,1,0,0,0,1,9.88,1,4,9.88,92.22,4,1,9.88,4,92.22,92.22,1,0
scenario32330,0,9.26,SpeedUp,1,1,0,0,0,1,16.34,1,4,16.34,88.61,4,1,16.34,4,88.61,88.61,1,0
scenario32331,0,9.38,SpeedUp,1,1,0,0,0,1,22.04,1,4,22.04,83.64,4,1,22.04,4,83.64,83.64,1,0
scenario32332,0,9.45,SpeedUp,1,1,0,0,0,1,25.7,1,4,25.7,49.77,4,1,25.7,4,49.77,49.77,1,0
scenario32333,0,9.66,SpeedUp,3,1,0,0,0,1,36.15,1,4,36.15,6.46,4,1,36.15,4,6.46,6.46,1,0
scenario32375,16.05,5.24,SpeedCut,1,1,0,0,0,1,3.91,1,2,3.91,59.1,2,1,3.91,2,59.1,59.1,1,0
scenario32376,16.81,4.97,SpeedCut,1,1,0,0,0,1,4.1,1,2,4.1,41.16,2,1,4.1,2,41.16,41.16,1,0
